session_id,auction_tier,round,event_choice,own_bid,bankroll,initial_bankroll,rounds_remaining,opponent_bid_count,opponent_bid_min,opponent_bid_median,opponent_bid_mean,opponent_bid_max,opponent_bid_sum,imputed_zero_row_count,alignment_status,alignment_confidence,alignment_observed_round,map_status,map_exact_counts_safe,map_track_count,map_rows,map_height_exact,map_canvas_height_exact,map_event_hint_count,map_protocol_matched_item_count,map_protocol_unmatched_item_count,map_protocol_conflict_count,map_protocol_usable_for_live_inference
session_a1135f0aa9602837,S,2,1,1019648,50982436,51002436,4,3,4000000,4010000,4170000.0,4500000,12510000,0,verified,0.9776663720607758,2,lower_bound,false,6,11,false,true,0,6,0,0,false
session_a1135f0aa9602837,S,3,2,1019648,50982436,51002436,3,3,4000000,4500000,4571000.0,5213000,13713000,0,verified,0.9796205560366312,3,lower_bound,false,10,13,false,false,0,10,0,0,false
session_a1135f0aa9602837,S,4,3,1019648,50982436,51002436,2,3,4000000,5000000,4737666.666667,5213000,14213000,0,verified,0.9708662390708923,4,lower_bound,false,12,13,false,false,0,12,0,0,false
session_a1135f0aa9602837,S,5,1,1019648,50982436,51002436,1,3,0,5100000,3533333.333333,5500000,10600000,1,verified,0.971848863363266,5,lower_bound,false,25,13,false,false,0,24,0,0,false
session_8547a4e9f351a2de,S,1,1,500000,50989854,51002436,5,3,0,2000000,1666666.666667,3000000,5000000,1,verified,0.9730083167552948,1,lower_bound,false,0,10,false,true,0,0,0,0,false
session_8547a4e9f351a2de,S,2,2,1,50989854,51002436,4,3,0,2800000,2000000.0,3200000,6000000,1,verified,0.9776663720607758,2,lower_bound,false,7,13,false,false,0,7,0,0,false
session_8547a4e9f351a2de,S,3,3,1,50989854,51002436,3,3,0,2800000,1933333.333333,3000000,5800000,1,verified,0.9796205560366312,3,lower_bound,false,10,13,false,false,0,10,0,0,false
session_8547a4e9f351a2de,S,4,1,1,50989854,51002436,2,3,0,2800000,1933333.333333,3000000,5800000,1,verified,0.9708662390708923,4,exact_candidate,true,14,13,false,true,0,14,0,0,false
session_8547a4e9f351a2de,S,5,2,1,50989854,51002436,1,3,0,2900000,2033333.333333,3200000,6100000,1,verified,0.971848863363266,5,lower_bound,false,32,15,false,true,0,32,0,0,false
session_9abb7cd60992de87,S,1,2,500000,50969854,51002436,5,3,998,1000000,666999.333333,1000000,2000998,0,verified,0.9730083167552948,1,lower_bound,false,0,10,false,true,0,0,0,0,false
session_9abb7cd60992de87,S,2,3,499,50969854,51002436,4,3,666,1000000,666888.666667,1000000,2000666,0,verified,0.9776663720607758,2,lower_bound,false,5,10,false,false,0,5,0,0,false
session_9abb7cd60992de87,S,3,1,499,50969854,51002436,3,3,0,500000,666666.666667,1500000,2000000,1,verified,0.9796205560366312,3,lower_bound,false,6,10,false,false,0,6,0,0,false
session_9abb7cd60992de87,S,4,,,,,,0,,,,,,,,,,,,,,,,,,,,
session_9abb7cd60992de87,S,5,,,,,,0,,,,,,,,,,,,,,,,,,,,
session_8f7e90bf74776ee1,S,1,3,500000,51036233,51036233,5,3,4800000,5000000,5266666.666667,6000000,15800000,0,verified,0.9730083167552948,1,lower_bound,false,4,15,false,true,0,1,3,0,false
session_8f7e90bf74776ee1,S,2,1,1020724,51036233,51036233,4,3,5000000,5500000,5666667.333333,6500002,17000002,0,verified,0.9776663720607758,2,lower_bound,false,13,19,false,true,0,10,0,0,false
session_8f7e90bf74776ee1,S,3,2,1020724,51036233,51036233,3,3,5500000,6500002,6166669.0,6500005,18500007,0,verified,0.9796205560366312,3,lower_bound,false,14,19,false,true,0,11,0,0,false
session_8f7e90bf74776ee1,S,4,3,1020724,51036233,51036233,2,3,6600000,6655002,6751667.333333,7000000,20255002,0,verified,0.9708662390708923,4,lower_bound,false,23,19,false,true,0,20,0,0,false
session_8f7e90bf74776ee1,S,5,1,1020724,51036233,51036233,1,3,7000005,7000030,7033345.0,7100000,21100035,0,verified,0.971848863363266,5,lower_bound,false,26,19,false,true,0,23,0,0,false
session_ffb4639eded4c331,S,1,1,500000,51320280,51320280,5,3,0,3086194,2362064.666667,4000000,7086194,1,verified,0.9730083167552948,1,lower_bound,false,0,10,false,true,0,0,0,0,false
session_ffb4639eded4c331,S,2,2,1,51320280,51320280,4,3,0,0,1333333.333333,4000000,4000000,2,verified,0.9776663720607758,2,lower_bound,false,6,12,false,false,0,3,2,0,false
session_ffb4639eded4c331,S,3,,,,,,0,,,,,,,,,,,,,,,,,,,,
session_ffb4639eded4c331,S,4,,,,,,0,,,,,,,,,,,,,,,,,,,,
session_ffb4639eded4c331,S,5,,,,,,0,,,,,,,,,,,,,,,,,,,,
session_4a650f23516aff3d,S,1,2,500000,51300280,51320280,5,3,1000000,1000000,1333333.333333,2000000,4000000,0,verified,0.9730083167552948,1,lower_bound,false,5,10,false,false,0,5,0,0,false
session_4a650f23516aff3d,S,2,,,,,,0,,,,,,,,,,,,,,,,,,,,
session_4a650f23516aff3d,S,3,,,,,,0,,,,,,,,,,,,,,,,,,,,
session_4a650f23516aff3d,S,4,,,,,,0,,,,,,,,,,,,,,,,,,,,
session_4a650f23516aff3d,S,5,,,,,,0,,,,,,,,,,,,,,,,,,,,
session_617f663605d48001,S,1,3,500000,51443654,51443654,5,3,2000000,2000000,2166666.666667,2500000,6500000,0,verified,0.9730083167552948,1,lower_bound,false,2,10,false,true,0,2,0,0,false
session_617f663605d48001,S,2,1,1000000,51443654,51443654,4,3,1500000,3000000,2566666.666667,3200000,7700000,0,verified,0.9776663720607758,2,lower_bound,false,4,10,false,false,0,4,0,0,false
session_617f663605d48001,S,3,2,1000000,51443654,51443654,3,3,3500000,4160000,4220000.0,5000000,12660000,0,verified,0.9796205560366312,3,lower_bound,false,7,10,false,false,0,6,0,0,false
session_617f663605d48001,S,4,3,1000000,51443654,51443654,2,3,3500000,5000000,4722222.0,5666666,14166666,0,verified,0.9708662390708923,4,lower_bound,false,9,10,false,false,0,9,0,0,false
session_617f663605d48001,S,5,,,,,,0,,,,,,,,,,,,,,,,,,,,
session_bf3f8df0146f3e44,S,1,1,500000,51441109,51443654,5,3,2000000,2000000,2681481.333333,4044444,8044444,0,verified,0.9730083167552948,1,lower_bound,false,0,10,false,true,0,0,0,0,false
session_bf3f8df0146f3e44,S,2,,,,,,0,,,,,,,,,,,,,,,,,,,,
session_bf3f8df0146f3e44,S,3,,,,,,0,,,,,,,,,,,,,,,,,,,,
session_bf3f8df0146f3e44,S,4,,,,,,0,,,,,,,,,,,,,,,,,,,,
session_bf3f8df0146f3e44,S,5,,,,,,0,,,,,,,,,,,,,,,,,,,,
session_5c1c515bef1f998e,S,1,2,500000,51421109,51443654,5,3,1000000,2000000,2000000.0,3000000,6000000,0,verified,0.9730083167552948,1,lower_bound,false,0,10,false,true,0,0,0,0,false
session_5c1c515bef1f998e,S,2,3,500000,51421109,51443654,4,3,1000000,3000000,2400000.0,3200000,7200000,0,verified,0.9776663720607758,2,lower_bound,false,4,12,false,false,0,4,0,0,false
session_5c1c515bef1f998e,S,3,1,500000,51421109,51443654,3,3,2000000,3500000,3166666.666667,4000000,9500000,0,verified,0.9796205560366312,3,lower_bound,false,15,12,false,false,0,15,0,0,false
session_5c1c515bef1f998e,S,4,2,1000000,51421109,51443654,2,3,2000000,3500000,3314814.666667,4444444,9944444,0,verified,0.9708662390708923,4,exact_candidate,true,19,12,false,true,0,19,0,0,false
session_5c1c515bef1f998e,S,5,,,,,,0,,,,,,,,,,,,,,,,,,,,
session_adfb24b25ef5a08c,S,1,3,500000,51401109,51443654,5,3,1000000,2000000,2000000.0,3000000,6000000,0,verified,0.9730083167552948,1,lower_bound,false,2,10,false,true,0,2,0,0,false
session_adfb24b25ef5a08c,S,2,1,500000,51401109,51443654,4,3,1000000,2000000,2000000.0,3000000,6000000,0,verified,0.9776663720607758,2,lower_bound,false,5,11,false,true,0,5,0,0,false
session_adfb24b25ef5a08c,S,3,2,500000,51401109,51443654,3,3,1000000,2000000,2000000.0,3000000,6000000,0,verified,0.9796205560366312,3,lower_bound,false,8,11,false,true,0,8,0,0,false
session_adfb24b25ef5a08c,S,4,,,,,,0,,,,,,,,,,,,,,,,,,,,
session_adfb24b25ef5a08c,S,5,,,,,,0,,,,,,,,,,,,,,,,,,,,
session_a25e4f87c84726af,S,1,1,500000,51436830,51443654,5,3,0,114514,138171.333333,300000,414514,1,verified,0.9730083167552948,1,lower_bound,false,0,10,false,true,0,0,0,0,false
session_a25e4f87c84726af,S,2,2,1,51436830,51443654,4,3,0,480000,493333.333333,1000000,1480000,1,verified,0.9776663720607758,2,lower_bound,false,1,10,false,true,0,1,0,0,false
session_a25e4f87c84726af,S,3,,,,,,0,,,,,,,,,,,,,,,,,,,,
session_a25e4f87c84726af,S,4,,,,,,0,,,,,,,,,,,,,,,,,,,,
session_a25e4f87c84726af,S,5,,,,,,0,,,,,,,,,,,,,,,,,,,,
session_c7319f9bc56f07c5,S,1,2,500000,51416830,51443654,5,3,2000002,3000000,2666667.333333,3000000,8000002,0,verified,0.9730083167552948,1,lower_bound,false,1,10,false,true,0,1,0,0,false
session_c7319f9bc56f07c5,S,2,3,1000001,51416830,51443654,4,3,1145141,3000000,2381713.666667,3000000,7145141,0,verified,0.9776663720607758,2,lower_bound,false,5,10,false,false,0,5,0,0,false
session_c7319f9bc56f07c5,S,3,1,1000001,51416830,51443654,3,3,1145141,3000000,2381713.666667,3000000,7145141,0,verified,0.9796205560366312,3,lower_bound,false,9,10,false,false,0,9,0,0,false
session_c7319f9bc56f07c5,S,4,2,1000001,51416830,51443654,2,3,1145141,3000000,2381713.666667,3000000,7145141,0,verified,0.9708662390708923,4,lower_bound,false,11,10,false,false,0,11,0,0,false
session_c7319f9bc56f07c5,S,5,3,572570,51416830,51443654,1,3,3000003,3000011,3000333.666667,3000987,9001001,0,verified,0.971848863363266,5,lower_bound,false,14,10,false,false,0,13,0,0,false
session_efe63ae6150de0b1,S,1,3,500000,51591978,51591978,5,3,400000,888888,1429629.333333,3000000,4288888,0,verified,0.9730083167552948,1,lower_bound,false,7,10,false,false,0,7,0,0,false
session_efe63ae6150de0b1,S,2,,,,,,0,,,,,,,,,,,,,,,,,,,,
session_efe63ae6150de0b1,S,3,,,,,,0,,,,,,,,,,,,,,,,,,,,
session_efe63ae6150de0b1,S,4,,,,,,0,,,,,,,,,,,,,,,,,,,,
session_efe63ae6150de0b1,S,5,,,,,,0,,,,,,,,,,,,,,,,,,,,
session_01d6e01382a72742,S,1,1,500000,51874456,51874456,5,3,0,2000000,2000000.0,4000000,6000000,1,verified,0.9730083167552948,1,lower_bound,false,0,10,false,true,0,0,0,0,false
session_01d6e01382a72742,S,2,,,,,,0,,,,,,,,,,,,,,,,,,,,
session_01d6e01382a72742,S,3,,,,,,0,,,,,,,,,,,,,,,,,,,,
session_01d6e01382a72742,S,4,,,,,,0,,,,,,,,,,,,,,,,,,,,
session_01d6e01382a72742,S,5,,,,,,0,,,,,,,,,,,,,,,,,,,,
session_46589a16b97064bc,S,1,2,500000,52122727,52122727,5,3,500000,2000000,1500000.0,2000000,4500000,0,verified,0.9730083167552948,1,lower_bound,false,0,10,false,true,0,0,0,0,false
session_46589a16b97064bc,S,2,3,250000,52122727,52122727,4,3,2000000,2048000,2416000.0,3200000,7248000,0,verified,0.9776663720607758,2,lower_bound,false,3,10,false,false,0,3,0,0,false
session_46589a16b97064bc,S,3,1,1000000,52122727,52122727,3,3,2662400,3200000,3287466.666667,4000000,9862400,0,verified,0.9796205560366312,3,lower_bound,false,4,11,false,true,0,4,0,0,false
session_46589a16b97064bc,S,4,2,1000000,52122727,52122727,2,3,3520001,4287826,4102609.0,4500000,12307827,0,verified,0.9708662390708923,4,lower_bound,false,12,11,false,true,0,12,0,0,false
session_46589a16b97064bc,S,5,3,1000000,52122727,52122727,1,3,4000000,4700009,4472206.0,4716609,13416618,0,verified,0.971848863363266,5,lower_bound,false,36,16,false,false,0,36,0,0,false
session_ed0357300d768a4f,S,1,3,500000,52102727,52122727,5,3,1000000,2372348,2494486.333333,4111111,7483459,0,verified,0.9730083167552948,1,lower_bound,false,7,11,false,true,0,7,0,0,false
session_ed0357300d768a4f,S,2,1,500000,52102727,52122727,4,3,1600000,2372348,2287078.666667,2888888,6861236,0,verified,0.9776663720607758,2,lower_bound,false,8,11,false,true,0,8,0,0,false
session_ed0357300d768a4f,S,3,2,800000,52102727,52122727,3,3,2080000,2372348,2632264.0,3444444,7896792,0,verified,0.9796205560366312,3,lower_bound,false,10,11,false,true,0,10,0,0,false
session_ed0357300d768a4f,S,4,,,,,,0,,,,,,,,,,,,,,,,,,,,
session_ed0357300d768a4f,S,5,,,,,,0,,,,,,,,,,,,,,,,,,,,
session_b9cdc995f684ac14,S,1,1,500000,52082727,52122727,5,3,3000000,3333333,3444444.333333,4000000,10333333,0,verified,0.9730083167552948,1,lower_bound,false,15,10,false,false,0,15,0,0,false
session_b9cdc995f684ac14,S,2,2,1041654,52082727,52122727,4,3,3333333,3500000,3611111.0,4000000,10833333,0,verified,0.9776663720607758,2,lower_bound,false,18,10,false,false,0,18,0,0,false
session_b9cdc995f684ac14,S,3,3,1041654,52082727,52122727,3,3,3600000,4000000,3940740.666667,4222222,11822222,0,verified,0.9796205560366312,3,lower_bound,false,19,11,false,true,0,19,0,0,false
session_b9cdc995f684ac14,S,4,1,1041654,52082727,52122727,2,3,3888888,4500000,4296296.0,4500000,12888888,0,verified,0.9708662390708923,4,lower_bound,false,19,11,false,true,0,19,0,0,false
session_b9cdc995f684ac14,S,5,2,1041654,52082727,52122727,1,3,3333333,4000000,3981144.666667,4610101,11943434,0,verified,0.971848863363266,5,exact_candidate,true,22,11,false,true,0,22,0,0,false
session_60b21806bb6f5271,S,1,2,500000,52239914,52239914,5,3,3333333,4000000,3777777.666667,4000000,11333333,0,verified,0.9730083167552948,1,lower_bound,false,0,10,false,true,0,0,0,0,false
session_60b21806bb6f5271,S,2,3,1044798,52239914,52239914,4,3,3333333,4300000,4044444.333333,4500000,12133333,0,verified,0.9776663720607758,2,lower_bound,false,6,13,false,true,0,6,0,0,false
session_60b21806bb6f5271,S,3,1,1044798,52239914,52239914,3,3,3333333,4500000,4111111.0,4500000,12333333,0,verified,0.9796205560366312,3,lower_bound,false,8,15,false,false,0,8,0,0,false
session_60b21806bb6f5271,S,4,2,1044798,52239914,52239914,2,3,2222222,4600000,3840740.666667,4700000,11522222,0,verified,0.9708662390708923,4,lower_bound,false,21,14,false,true,0,11,4,0,false
session_60b21806bb6f5271,S,5,3,1044798,52239914,52239914,1,3,2222222,4800000,4007407.333333,5000000,12022222,0,verified,0.971848863363266,5,lower_bound,false,57,19,false,true,0,49,0,1,false
session_a6a975b8f02b7752,S,1,3,500000,52243536,52243536,5,3,0,4000000,2666666.666667,4000000,8000000,1,verified,0.9730083167552948,1,lower_bound,false,0,10,false,true,0,0,2,0,false
session_a6a975b8f02b7752,S,2,1,1,52243536,52243536,4,3,0,4000000,2666666.666667,4000000,8000000,1,verified,0.9776663720607758,2,lower_bound,false,24,18,false,false,0,19,2,0,false
session_a6a975b8f02b7752,S,3,2,1,52243536,52243536,3,3,0,3000000,2333333.333333,4000000,7000000,1,verified,0.9796205560366312,3,lower_bound,false,26,19,false,true,0,21,0,0,false
session_a6a975b8f02b7752,S,4,,,,,,0,,,,,,,,,,,,,,,,,,,,
session_a6a975b8f02b7752,S,5,,,,,,0,,,,,,,,,,,,,,,,,,,,
session_182d73fe243a47b7,S,1,1,500000,52223536,52243536,5,3,3793443,3868988,3887477.0,4000000,11662431,0,verified,0.9730083167552948,1,lower_bound,false,1,10,false,true,0,1,0,0,false
session_182d73fe243a47b7,S,2,2,1044470,52223536,52243536,4,3,0,3868988,2622996.0,4000000,7868988,1,verified,0.9776663720607758,2,lower_bound,false,11,18,false,true,0,10,0,0,false
session_182d73fe243a47b7,S,3,3,1044470,52223536,52243536,3,3,0,4888888,3362962.666667,5200000,10088888,1,verified,0.9796205560366312,3,lower_bound,false,14,18,false,true,0,13,0,0,false
session_182d73fe243a47b7,S,4,1,1044470,52223536,52243536,2,3,0,5555555,3758518.333333,5720000,11275555,1,verified,0.9708662390708923,4,lower_bound,false,21,18,false,true,0,20,0,0,false
session_182d73fe243a47b7,S,5,2,1,52223536,52243536,1,3,0,6000002,4066667.333333,6200000,12200002,1,verified,0.971848863363266,5,lower_bound,false,31,18,false,true,0,30,0,0,false
session_d587d36d0c6a3915,S,1,2,500000,52203536,52243536,5,3,900000,5000000,3966666.666667,6000000,11900000,0,verified,0.9730083167552948,1,lower_bound,false,0,10,false,true,0,0,0,0,false
session_d587d36d0c6a3915,S,2,3,450000,52203536,52243536,4,3,2000000,6000000,5000000.0,7000000,15000000,0,verified,0.9776663720607758,2,lower_bound,false,4,15,false,true,0,4,1,0,false
session_d587d36d0c6a3915,S,3,1,1000000,52203536,52243536,3,3,2000000,7000000,5333333.333333,7000000,16000000,0,verified,0.9796205560366312,3,lower_bound,false,8,15,false,true,0,7,2,0,false
session_d587d36d0c6a3915,S,4,2,1000000,52203536,52243536,2,3,2000000,7000001,5566667.333333,7700001,16700002,0,verified,0.9708662390708923,4,lower_bound,false,11,15,false,true,0,9,2,0,false
session_d587d36d0c6a3915,S,5,3,1000000,52203536,52243536,1,3,2000000,7000000,5566667.333333,7700002,16700002,0,verified,0.971848863363266,5,lower_bound,false,30,18,false,true,0,19,6,0,false
session_7bd3c199877736cd,S,1,3,500000,52183536,52243536,5,3,500000,1000000,900000.0,1200000,2700000,0,verified,0.9730083167552948,1,lower_bound,false,2,10,false,false,0,2,0,0,false
session_7bd3c199877736cd,S,2,1,250000,52183536,52243536,4,3,800000,1000000,1044561.666667,1333685,3133685,0,verified,0.9776663720607758,2,lower_bound,false,5,10,false,false,0,5,0,0,false
session_7bd3c199877736cd,S,3,2,400000,52183536,52243536,3,3,1040000,1333685,1457895.0,2000000,4373685,0,verified,0.9796205560366312,3,exact_candidate,true,10,10,false,true,0,10,0,0,false
session_7bd3c199877736cd,S,4,,,,,,0,,,,,,,,,,,,,,,,,,,,
session_7bd3c199877736cd,S,5,,,,,,0,,,,,,,,,,,,,,,,,,,,
session_ccd5b578fe2642a6,S,1,1,500000,52163536,52243536,5,3,2000000,2011111,2771217.333333,4302541,8313652,0,verified,0.9730083167552948,1,lower_bound,false,0,10,false,true,0,0,0,0,false
session_ccd5b578fe2642a6,S,2,,,,,,0,,,,,,,,,,,,,,,,,,,,
session_ccd5b578fe2642a6,S,3,,,,,,0,,,,,,,,,,,,,,,,,,,,
session_ccd5b578fe2642a6,S,4,,,,,,0,,,,,,,,,,,,,,,,,,,,
session_ccd5b578fe2642a6,S,5,,,,,,0,,,,,,,,,,,,,,,,,,,,
session_65c7991cf4081d25,S,1,2,500000,52143536,52243536,5,3,0,2000000,1962962.666667,3888888,5888888,1,verified,0.9730083167552948,1,lower_bound,false,2,10,false,true,0,2,0,0,false
session_65c7991cf4081d25,S,2,3,1,52143536,52243536,4,3,0,2888888,2029629.333333,3200000,6088888,1,verified,0.9776663720607758,2,lower_bound,false,4,10,false,true,0,4,0,0,false
session_65c7991cf4081d25,S,3,1,1,52143536,52243536,3,3,0,2888888,1929629.333333,2900000,5788888,1,verified,0.9796205560366312,3,lower_bound,false,6,10,false,false,0,6,0,0,false
session_65c7991cf4081d25,S,4,2,1,52143536,52243536,2,3,0,2500000,1796296.0,2888888,5388888,1,verified,0.9708662390708923,4,lower_bound,false,8,10,false,false,0,8,0,0,false
session_65c7991cf4081d25,S,5,,,,,,0,,,,,,,,,,,,,,,,,,,,
session_91f7e713fa3734de,S,1,3,500000,52123536,52243536,5,3,1000000,3000000,2666666.666667,4000000,8000000,0,verified,0.9730083167552948,1,lower_bound,false,2,10,false,true,0,2,0,0,false
session_91f7e713fa3734de,S,2,1,500000,52123536,52243536,4,3,2500000,4000000,3532000.0,4096000,10596000,0,verified,0.9776663720607758,2,lower_bound,false,7,10,false,false,0,7,0,0,false
session_91f7e713fa3734de,S,3,2,1042470,52123536,52243536,3,3,2600000,4500000,4100000.0,5200000,12300000,0,verified,0.9796205560366312,3,exact_candidate,true,9,10,false,true,0,9,0,0,false
session_91f7e713fa3734de,S,4,3,1042470,52123536,52243536,2,3,500005,3000000,2900001.666667,5200000,8700005,0,verified,0.9708662390708923,4,lower_bound,false,15,10,false,false,0,15,0,0,false
session_91f7e713fa3734de,S,5,,,,,,0,,,,,,,,,,,,,,,,,,,,
session_5315528cd977b130,S,1,1,500000,52275769,52275769,5,3,0,0,1200000.0,3600000,3600000,2,verified,0.9730083167552948,1,lower_bound,false,1,12,false,false,0,0,1,0,false
session_5315528cd977b130,S,2,,,,,,0,,,,,,,,,,,,,,,,,,,,
session_5315528cd977b130,S,3,,,,,,0,,,,,,,,,,,,,,,,,,,,
session_5315528cd977b130,S,4,,,,,,0,,,,,,,,,,,,,,,,,,,,
session_5315528cd977b130,S,5,,,,,,0,,,,,,,,,,,,,,,,,,,,
session_555817297a7e3e3e,S,1,2,500000,52255769,52275769,5,3,100000,200000,933333.333333,2500000,2800000,0,verified,0.9730083167552948,1,lower_bound,false,3,10,false,true,0,3,0,0,false
session_555817297a7e3e3e,S,2,,,,,,0,,,,,,,,,,,,,,,,,,,,
session_555817297a7e3e3e,S,3,,,,,,0,,,,,,,,,,,,,,,,,,,,
session_555817297a7e3e3e,S,4,,,,,,0,,,,,,,,,,,,,,,,,,,,
session_555817297a7e3e3e,S,5,,,,,,0,,,,,,,,,,,,,,,,,,,,
session_582eda59dbe17283,S,1,3,500000,52235769,52275769,5,3,3200000,3333333,3511111.0,4000000,10533333,0,verified,0.9730083167552948,1,lower_bound,false,2,10,false,true,0,2,0,0,false
session_582eda59dbe17283,S,2,1,1044715,52235769,52275769,4,3,3200000,3333333,3511111.0,4000000,10533333,0,verified,0.9776663720607758,2,lower_bound,false,7,11,false,true,0,7,0,0,false
session_582eda59dbe17283,S,3,2,1044715,52235769,52275769,3,3,4000000,4100000,4066666.666667,4100000,12200000,0,verified,0.9796205560366312,3,lower_bound,false,11,13,false,false,0,11,0,0,false
session_582eda59dbe17283,S,4,3,1044715,52235769,52275769,2,3,4500000,5000000,4866666.666667,5100000,14600000,0,verified,0.9708662390708923,4,lower_bound,false,17,18,false,true,0,17,0,0,false
session_582eda59dbe17283,S,5,1,1044715,52235769,52275769,1,3,5200000,5200001,5233333.666667,5300000,15700001,0,verified,0.971848863363266,5,lower_bound,false,26,18,false,true,0,26,1,0,false
session_fffc4b1e34f5c80e,S,1,1,500000,52215769,52275769,5,3,3000000,3000000,3323606.333333,3970819,9970819,0,verified,0.9730083167552948,1,lower_bound,false,0,10,false,true,0,0,0,0,false
session_fffc4b1e34f5c80e,S,2,2,1044315,52215769,52275769,4,3,3000000,3000000,3323606.333333,3970819,9970819,0,verified,0.9776663720607758,2,exact_candidate,true,2,12,false,true,0,2,0,0,false
session_fffc4b1e34f5c80e,S,3,3,1044315,52215769,52275769,3,3,1000000,3000000,2656939.666667,3970819,7970819,0,verified,0.9796205560366312,3,exact_candidate,true,10,12,false,true,0,10,0,0,false
session_fffc4b1e34f5c80e,S,4,,,,,,0,,,,,,,,,,,,,,,,,,,,
session_fffc4b1e34f5c80e,S,5,,,,,,0,,,,,,,,,,,,,,,,,,,,
session_26e3cd7d93e1099a,S,1,2,500000,52195769,52275769,5,3,0,500000,593333.333333,1280000,1780000,1,verified,0.9730083167552948,1,lower_bound,false,0,10,false,true,0,0,0,0,false
session_26e3cd7d93e1099a,S,2,,,,,,0,,,,,,,,,,,,,,,,,,,,
session_26e3cd7d93e1099a,S,3,,,,,,0,,,,,,,,,,,,,,,,,,,,
session_26e3cd7d93e1099a,S,4,,,,,,0,,,,,,,,,,,,,,,,,,,,
session_26e3cd7d93e1099a,S,5,,,,,,0,,,,,,,,,,,,,,,,,,,,
session_09329ff4a323a197,S,1,3,500000,52175769,52275769,5,3,0,2000000,1500000.0,2500000,4500000,1,verified,0.9730083167552948,1,lower_bound,false,4,10,false,false,0,4,0,0,false
session_09329ff4a323a197,S,2,1,1,52175769,52275769,4,3,0,2000000,1500000.0,2500000,4500000,1,verified,0.9776663720607758,2,lower_bound,false,5,10,false,false,0,5,0,0,false
session_09329ff4a323a197,S,3,2,1,52175769,52275769,3,3,0,1400000,1300000.0,2500000,3900000,1,verified,0.9796205560366312,3,exact_candidate,true,7,10,false,true,0,7,0,0,false
session_09329ff4a323a197,S,4,,,,,,0,,,,,,,,,,,,,,,,,,,,
session_09329ff4a323a197,S,5,,,,,,0,,,,,,,,,,,,,,,,,,,,
session_bd2ad6bdc61534a5,S,1,1,500000,52155769,52275769,5,3,0,3000000,2166666.666667,3500000,6500000,1,verified,0.9730083167552948,1,lower_bound,false,0,10,false,true,0,0,0,0,false
session_bd2ad6bdc61534a5,S,2,2,1,52155769,52275769,4,3,500000,3000000,2333333.333333,3500000,7000000,0,verified,0.9776663720607758,2,lower_bound,false,2,10,false,true,0,2,0,0,false
session_bd2ad6bdc61534a5,S,3,3,250000,52155769,52275769,3,3,650000,2350000,2000000.0,3000000,6000000,0,verified,0.9796205560366312,3,lower_bound,false,7,10,false,false,0,7,0,0,false
session_bd2ad6bdc61534a5,S,4,1,325000,52155769,52275769,2,3,300000,2000000,1550000.0,2350000,4650000,0,verified,0.9708662390708923,4,lower_bound,false,7,10,false,false,0,7,0,0,false
session_bd2ad6bdc61534a5,S,5,,,,,,0,,,,,,,,,,,,,,,,,,,,
session_7731fe03bb730629,S,1,2,500000,52330571,52330571,5,3,0,3000000,2000000.0,3000000,6000000,1,verified,0.9730083167552948,1,lower_bound,false,3,10,false,true,0,3,0,0,false
session_7731fe03bb730629,S,2,3,1,52330571,52330571,4,3,1000000,3000000,2333333.333333,3000000,7000000,0,verified,0.9776663720607758,2,lower_bound,false,6,10,false,true,0,6,0,0,false
session_7731fe03bb730629,S,3,1,500000,52330571,52330571,3,3,1300000,2500000,2266666.666667,3000000,6800000,0,verified,0.9796205560366312,3,lower_bound,false,7,11,false,true,0,7,0,0,false
session_7731fe03bb730629,S,4,2,650000,52330571,52330571,2,3,1430000,2500000,2226666.666667,2750000,6680000,0,verified,0.9708662390708923,4,lower_bound,false,10,10,false,false,0,10,0,0,false
session_7731fe03bb730629,S,5,,,,,,0,,,,,,,,,,,,,,,,,,,,
session_e6afe640ce5ecf20,S,1,3,500000,52409029,52409029,5,3,900000,1000000,1300000.0,2000000,3900000,0,verified,0.9730083167552948,1,lower_bound,false,2,10,false,false,0,2,0,0,false
session_e6afe640ce5ecf20,S,2,,,,,,0,,,,,,,,,,,,,,,,,,,,
session_e6afe640ce5ecf20,S,3,,,,,,0,,,,,,,,,,,,,,,,,,,,
session_e6afe640ce5ecf20,S,4,,,,,,0,,,,,,,,,,,,,,,,,,,,
session_e6afe640ce5ecf20,S,5,,,,,,0,,,,,,,,,,,,,,,,,,,,
session_36f339cc01324c95,S,1,1,500000,52389029,52409029,5,3,1500000,2000000,2166666.666667,3000000,6500000,0,verified,0.9730083167552948,1,lower_bound,false,3,10,false,false,0,3,0,0,false
session_36f339cc01324c95,S,2,2,750000,52389029,52409029,4,3,1500000,2100000,2266666.666667,3200000,6800000,0,verified,0.9776663720607758,2,lower_bound,false,5,10,false,false,0,5,0,0,false
session_36f339cc01324c95,S,3,3,750000,52389029,52409029,3,3,1500000,2730000,2796666.666667,4160000,8390000,0,verified,0.9796205560366312,3,lower_bound,false,6,10,false,false,0,6,0,0,false
session_36f339cc01324c95,S,4,,,,,,0,,,,,,,,,,,,,,,,,,,,
session_36f339cc01324c95,S,5,,,,,,0,,,,,,,,,,,,,,,,,,,,
