session_id,auction_tier,date,hour,continuous_game_number,mode,schema_version,duration_seconds,termination_reason,round_count_observed,parse_quality_status,parse_limitation_count,protocol_status,protocol_parser_version,protocol_event_count,protocol_valid_event_count,protocol_unknown_event_count,protocol_schema_mismatch_count,protocol_settlement_valid,settlement_total,settlement_confidence,treasure_count,detected_value_sum,value_sum_difference,value_sum_matches,catalog_assignment_found,catalog_assignment_mode,catalog_independent_of_settlement_total,geometry_source,geometry_settlement_independent,final_occupied_cells,identity_review_item_count,clue_quality_conflict_count,treasure_blue_count,treasure_purple_count,treasure_gold_count,treasure_other_quality_count,treasure_1x1_count,treasure_1x2_count,treasure_2x1_count,treasure_2x2_count,treasure_other_size_count,treasure_value_min,treasure_value_median,treasure_value_mean,treasure_value_max,postgame_review_status,postgame_value_gate_status,postgame_value_gate_matches,final_treasure_review_status
session_57a0f57de62036dd,S,2026-07-29,12,95,adb-observer,1,54.234,final-capture-complete,1,complete_with_identity_review,3,complete,auction-protocol-v2,20,18,2,0,true,4710976,0.990127,29,4710976,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,83,1,0,8,9,8,4,8,3,6,0,12,7279,61123,162447.448276,2557820,reviewed,matched,true,auto_confirmed
session_a80102cf0187bc51,S,2026-07-29,12,96,adb-observer,1,249.547,final-capture-complete,5,needs_review,3,complete,auction-protocol-v2,78,78,0,0,true,5966556,0.969988,54,5973835,7279,false,true,classifier,true,yolo26n_background_catalog_scored,true,157,2,0,10,17,17,10,14,9,5,4,22,2360,67435.0,110626.574074,1080961,final_total_conflict,mismatched,false,conflict
session_d9c57ce9bed83be5,S,2026-07-29,12,97,adb-observer,1,49.531,final-capture-complete,1,complete,3,complete,auction-protocol-v2,18,17,1,0,true,2675403,0.992666,26,2675403,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,86,0,0,6,9,8,3,6,3,3,2,12,2446,71497.0,102900.115385,540336,reviewed,matched,true,auto_confirmed
session_ae12fd3cef107e0f,S,2026-07-29,12,98,adb-observer,1,46.75,final-capture-complete,1,complete,3,complete,auction-protocol-v2,17,15,2,0,true,2257870,0.986287,18,2257870,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,54,0,0,5,5,5,3,5,4,0,5,4,3797,67114.5,125437.222222,886532,reviewed,matched,true,auto_confirmed
session_af869f3a01c2100e,S,2026-07-29,12,99,adb-observer,1,109.453,final-capture-complete,1,complete_with_identity_review,3,complete,auction-protocol-v2,18,18,0,0,true,6110240,0.998194,45,6110240,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,139,1,0,10,8,15,12,11,7,4,4,19,1420,67435,135783.111111,1733281,reviewed,matched,true,auto_confirmed
session_ad95d21bd444bf4b,S,2026-07-29,12,100,adb-observer,1,228.766,final-capture-complete,5,complete_with_identity_review,3,complete,auction-protocol-v2,85,78,7,0,true,3550842,0.984249,40,3550842,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,127,1,0,8,14,15,3,8,5,1,8,18,5567,64279.0,88771.05,281034,reviewed,matched,true,auto_confirmed
session_4b0025e88ebb2e07,S,2026-07-29,12,101,adb-observer,1,76.297,final-capture-complete,2,complete,3,complete,auction-protocol-v2,32,32,0,0,true,2162044,0.999035,18,2162044,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,53,0,0,3,4,7,4,5,1,4,2,6,6685,95539.5,120113.555556,489972,reviewed,matched,true,auto_confirmed
session_389570cf1cd084e3,S,2026-07-29,12,102,adb-observer,1,176.532,final-capture-complete,5,complete,3,complete,auction-protocol-v2,78,78,0,0,true,3618110,0.994651,20,3618110,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,74,0,0,1,7,9,3,4,2,2,2,10,2360,106425.0,180905.5,1486670,reviewed,matched,true,auto_confirmed
session_2292d99310c1ed59,S,2026-07-29,13,103,adb-observer,1,156.453,final-capture-complete,3,complete_with_identity_review,3,complete,auction-protocol-v2,50,48,2,0,true,5742852,0.984012,41,5742852,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,131,2,0,8,11,15,7,12,0,2,4,23,1814,93012,140069.560976,1080961,reviewed,matched,true,auto_confirmed
session_3bc61a7d46c56fad,S,2026-07-29,13,104,adb-observer,1,177.219,final-capture-complete,2,needs_review,3,complete,auction-protocol-v2,32,32,0,0,true,6022657,0.991712,60,6022657,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,202,0,2,11,19,21,9,15,6,6,10,23,1420,72301.5,100377.616667,385956,reviewed,matched,true,auto_confirmed
session_b8aa0a8525354d9b,S,2026-07-29,13,105,adb-observer,1,72.093,final-capture-complete,1,complete,3,complete,auction-protocol-v2,19,18,1,0,true,5017706,0.991084,37,5017706,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,129,0,0,6,13,13,5,5,2,3,6,21,1420,92730,135613.675676,1293299,reviewed,matched,true,auto_confirmed
session_1fcb4b8c4e298002,S,2026-07-29,13,106,adb-observer,1,135.406,final-capture-complete,4,complete,3,complete,auction-protocol-v2,63,63,0,0,true,821266,0.989934,10,821266,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,26,0,0,2,3,4,1,4,3,0,1,2,3844,60570.5,82126.6,226538,reviewed,matched,true,auto_confirmed
session_c35cc4db004c7302,S,2026-07-29,13,107,adb-observer,1,154.344,final-capture-complete,1,complete_with_identity_review,3,complete,auction-protocol-v2,20,17,3,0,true,4949317,0.993471,37,4949317,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,112,1,0,7,9,11,10,11,4,5,2,15,1814,96819,133765.324324,992601,reviewed,matched,true,auto_confirmed
session_bb751fcce81fccf4,S,2026-07-29,13,108,adb-observer,1,166.344,final-capture-complete,4,complete_with_identity_review,3,complete,auction-protocol-v2,58,57,1,0,true,4479324,0.986232,38,4479324,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,129,1,0,6,15,10,7,5,8,3,6,16,4507,92730.0,117876.947368,799999,reviewed,matched,true,auto_confirmed
session_97c9f32608410889,S,2026-07-29,13,109,adb-observer,1,183.328,final-capture-complete,4,complete,3,complete,auction-protocol-v2,63,62,1,0,true,5943312,0.993232,17,5943312,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,57,0,0,2,5,5,5,2,3,1,2,9,1814,85093,349606.588235,2999999,reviewed,matched,true,auto_confirmed
session_648edd9811ef7361,S,2026-07-29,13,110,adb-observer,1,40.704,running,0,,,partial,auction-protocol-v2,8,8,0,0,false,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,
session_04c179e6909d5bfb,S,2026-07-29,13,1,adb-observer,1,110.422,keyboard-interrupt,0,,,partial,auction-protocol-v2,23,17,6,0,false,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,
session_64725fb0e1693dc2,S,2026-07-29,13,1,adb-observer,1,218.5,final-capture-complete,1,complete,3,complete,auction-protocol-v2,33,32,1,0,true,5085434,0.987989,48,5085434,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,140,0,0,19,10,12,7,12,8,4,5,19,1420,33853.0,105946.541667,1561430,reviewed,matched,true,auto_confirmed
session_87a35f200ddc0247,S,2026-07-29,13,2,adb-observer,1,114.953,keyboard-interrupt,2,,,partial,auction-protocol-v2,38,36,2,0,false,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,
session_bdfd30220844fbdb,S,2026-07-29,14,1,adb-observer,1,134.641,final-capture-complete,4,complete,3,complete,auction-protocol-v2,56,55,1,0,true,3760805,0.97065,11,3760805,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,35,0,0,1,4,4,2,1,3,1,2,4,1420,109576,341891.363636,2685114,reviewed,matched,true,auto_confirmed
session_d1ab8edb0e88c7ec,S,2026-07-29,15,2,adb-observer,1,224.937,final-capture-complete,4,complete,3,complete,auction-protocol-v2,58,57,1,0,true,2705910,0.994221,22,2705910,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,64,0,0,3,12,5,2,8,2,2,3,7,7982,84782.0,122995.909091,886532,reviewed,matched,true,auto_confirmed
session_35c6147862dbeced,S,2026-07-29,15,3,adb-observer,1,148.64,final-capture-complete,3,complete,3,complete,auction-protocol-v2,48,43,5,0,true,2554681,0.992182,22,2554681,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,62,0,0,4,8,5,5,8,4,0,4,6,1420,48421.0,116121.863636,1083805,reviewed,matched,true,auto_confirmed
session_c874956ee37a33e1,S,2026-07-29,15,4,adb-observer,1,191.672,final-capture-complete,3,complete_with_identity_review,3,complete,auction-protocol-v2,44,43,1,0,true,4841566,0.978649,41,4841566,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,129,2,0,7,11,17,6,10,5,3,4,19,2360,96008,118086.97561,659511,reviewed,matched,true,auto_confirmed
session_13091dd643fbdc2c,S,2026-07-29,15,5,adb-observer,1,197.469,final-capture-complete,5,complete,3,complete,auction-protocol-v2,78,78,0,0,true,5630943,0.991248,33,5630943,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,121,0,0,3,13,11,6,6,3,5,3,16,5567,98067,170634.636364,992601,reviewed,matched,true,auto_confirmed
session_28a64cf559b8aee7,S,2026-07-29,15,6,adb-observer,1,209.672,final-capture-complete,5,complete,3,complete,auction-protocol-v2,76,76,0,0,true,1211203,0.99923,14,1211203,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,42,0,0,4,4,3,3,4,3,1,0,6,2360,40930.5,86514.5,364855,reviewed,matched,true,auto_confirmed
session_9d0036dca7931603,S,2026-07-29,15,7,adb-observer,1,226.859,final-capture-complete,4,complete,3,complete,auction-protocol-v2,60,60,0,0,true,5152462,0.998504,21,5152462,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,71,0,0,3,8,7,3,5,2,0,5,9,6271,109576,245355.333333,2539483,reviewed,matched,true,auto_confirmed
session_c43fea3f5ea306ff,S,2026-07-29,15,8,adb-observer,1,134.578,final-capture-complete,3,complete,3,complete,auction-protocol-v2,48,48,0,0,true,6270677,0.993612,50,6270677,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,152,0,0,10,15,17,8,15,5,6,7,17,1814,72301.5,125413.54,1635681,reviewed,matched,true,auto_confirmed
session_8cfbc0534c27158b,S,2026-07-29,15,9,adb-observer,1,95.469,final-capture-complete,1,complete_with_identity_review,3,complete,auction-protocol-v2,19,18,1,0,true,6144947,0.991468,38,6144947,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,133,1,0,6,15,10,7,7,1,4,8,18,1814,70887.5,161709.131579,1635681,reviewed,matched,true,auto_confirmed
session_44ef87524a41ae8a,S,2026-07-29,15,10,adb-observer,1,190.734,final-capture-complete,5,complete,3,complete,auction-protocol-v2,81,78,3,0,true,6048485,0.986746,37,6048485,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,128,0,0,6,14,9,8,8,1,5,6,17,1814,79737,163472.567568,1680426,reviewed,matched,true,auto_confirmed
session_9420db9a85ab7e4e,S,2026-07-29,15,11,adb-observer,1,110.391,final-capture-complete,3,complete,3,complete,auction-protocol-v2,51,47,4,0,true,1233613,0.993265,10,1233613,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,46,0,0,1,3,5,1,2,0,1,0,7,2360,114512.5,123361.3,240927,reviewed,matched,true,auto_confirmed
session_1fe5f503d1ecaadf,S,2026-07-29,15,12,adb-observer,1,120.063,final-capture-complete,2,complete,3,complete,auction-protocol-v2,33,33,0,0,true,6586874,0.977376,33,6586874,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,96,0,0,6,10,13,4,8,5,3,3,14,3844,70278,199602.242424,2999999,reviewed,matched,true,auto_confirmed
session_1d9a68767ee53210,S,2026-07-29,15,13,adb-observer,1,167.594,final-capture-complete,4,complete,3,complete,auction-protocol-v2,59,57,2,0,true,6306651,0.989645,34,6306651,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,118,0,0,8,8,15,3,7,5,4,3,15,5567,71497.0,185489.735294,2685114,reviewed,matched,true,auto_confirmed
session_c7bda9949fd19322,S,2026-07-29,15,14,adb-observer,1,183.813,final-capture-complete,3,complete,3,complete,auction-protocol-v2,48,48,0,0,true,11641992,0.999701,47,11641992,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,165,0,0,9,10,18,10,6,6,3,6,26,1814,96819,247701.957447,1878833,reviewed,matched,true,auto_confirmed
session_5b7b7a9525b4e7b1,S,2026-07-29,15,15,adb-observer,1,113.0,final-capture-complete,1,complete,3,complete,auction-protocol-v2,19,18,1,0,true,3297695,0.993464,30,3297695,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,105,0,0,8,8,7,7,6,4,1,5,14,3747,57694.5,109923.166667,886532,reviewed,matched,true,auto_confirmed
session_9dd8d5b517470290,S,2026-07-29,15,16,adb-observer,1,900.157,max-seconds,3,,,complete,auction-protocol-v2,48,47,1,0,true,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,
session_03da19c4cce9543c,S,2026-07-29,17,1,adb-observer,1,233.625,final-capture-complete,5,complete,3,complete,auction-protocol-v2,82,77,5,0,true,5542685,0.974109,41,5542685,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,129,0,0,10,6,14,11,7,8,4,8,14,1420,51756,135187.439024,1293299,reviewed,matched,true,auto_confirmed
session_09286a71db9ae282,S,2026-07-29,17,2,adb-observer,1,250.875,final-capture-complete,5,complete,3,complete,auction-protocol-v2,77,77,0,0,true,6295435,0.98529,49,6295435,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,153,0,0,9,18,16,6,9,4,6,7,23,1420,70278,128478.265306,1635681,reviewed,matched,true,auto_confirmed
session_a2e43b2f5cfc6e28,S,2026-07-29,17,3,adb-observer,1,150.531,final-capture-complete,3,complete,3,complete,auction-protocol-v2,47,47,0,0,true,2228673,0.98024,23,2228673,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,87,0,0,5,8,8,2,4,2,1,2,14,3844,70278,96898.826087,302326,reviewed,matched,true,auto_confirmed
session_60f6cf453a4e44ab,S,2026-07-29,17,4,adb-observer,1,52.828,final-capture-complete,1,complete,3,complete,auction-protocol-v2,18,18,0,0,true,2269508,0.972025,20,2269508,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,77,0,0,2,8,8,2,1,2,4,1,12,1420,110039.5,113475.4,302326,reviewed,matched,true,auto_confirmed
session_d8603b45ac25f386,S,2026-07-29,17,5,adb-observer,1,108.734,final-capture-complete,3,complete_with_identity_review,3,complete,auction-protocol-v2,47,46,1,0,true,3664399,0.989018,15,3664399,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,51,1,0,2,5,5,3,3,2,1,3,6,1420,60018,244293.266667,2557820,reviewed,matched,true,auto_confirmed
session_6dd8fc253c840fb4,S,2026-07-29,17,6,adb-observer,1,82.438,final-capture-complete,1,complete,3,complete,auction-protocol-v2,18,18,0,0,true,5957050,0.990349,47,5957050,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,155,0,0,9,18,14,6,8,6,3,6,24,2360,70278,126745.744681,2394967,reviewed,matched,true,auto_confirmed
session_aaa47b16946e32ed,S,2026-07-29,17,7,adb-observer,1,198.265,final-capture-complete,4,needs_review,3,complete,auction-protocol-v2,63,63,0,0,true,5321870,0.984212,50,5321870,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,139,0,3,12,10,20,8,12,3,9,4,22,1814,86374.5,106437.4,499425,reviewed,matched,true,auto_confirmed
session_67c2cc2b2a8017d9,S,2026-07-29,17,8,adb-observer,1,183.047,final-capture-complete,5,complete,3,complete,auction-protocol-v2,77,77,0,0,true,3462526,0.976503,20,3462526,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,79,0,0,5,7,6,2,4,1,1,2,12,1814,86233.5,173126.3,1587435,reviewed,matched,true,auto_confirmed
session_11047d84d0e7d87e,S,2026-07-29,17,9,adb-observer,1,65.813,final-capture-complete,1,complete,3,complete,auction-protocol-v2,18,18,0,0,true,4320782,0.985949,26,4320782,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,96,0,0,4,9,7,6,6,1,2,3,14,1814,71497.0,166183.923077,1956574,reviewed,matched,true,auto_confirmed
session_8ca5c27bb0c4a243,S,2026-07-29,17,10,adb-observer,1,234.188,final-capture-complete,4,complete,3,complete,auction-protocol-v2,63,63,0,0,true,5412839,0.992459,41,5412839,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,125,0,0,7,11,15,8,6,8,7,8,12,1420,61123,132020.463415,1486670,reviewed,matched,true,auto_confirmed
session_b96df3cafa3dbc9a,S,2026-07-29,17,11,adb-observer,1,92.234,final-capture-complete,2,complete,3,complete,auction-protocol-v2,34,33,1,0,true,3881209,0.981206,32,3881209,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,102,0,0,3,13,9,7,9,4,0,4,15,1814,90550.5,121287.78125,799999,reviewed,matched,true,auto_confirmed
session_a04227c76296267d,S,2026-07-29,17,12,adb-observer,1,64.203,final-capture-complete,1,complete,3,complete,auction-protocol-v2,18,18,0,0,true,2175266,0.998111,29,2175266,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,104,0,0,6,12,9,2,5,2,1,3,18,1420,70278,75009.172414,281034,reviewed,matched,true,auto_confirmed
session_cba602dc76752c74,S,2026-07-29,17,13,adb-observer,1,210.75,final-capture-complete,4,complete_with_identity_review,3,complete,auction-protocol-v2,62,62,0,0,true,6484917,0.988573,40,6484917,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,136,1,0,7,10,9,14,8,2,6,4,20,1420,74740.5,162122.925,1083805,reviewed,matched,true,auto_confirmed
session_1988f626a98fa427,S,2026-07-29,17,14,adb-observer,1,136.328,final-capture-complete,3,complete,3,complete,auction-protocol-v2,47,47,0,0,true,5078612,0.992489,34,5078612,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,113,0,0,6,10,9,9,7,3,3,4,17,2360,59595.5,149370.941176,1293299,reviewed,matched,true,auto_confirmed
session_947dc4337307837d,S,2026-07-29,17,15,adb-observer,1,148.531,final-capture-complete,3,complete,3,complete,auction-protocol-v2,48,48,0,0,true,6664521,0.979387,27,6664521,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,98,0,0,5,8,11,3,4,2,3,3,15,6271,96008,246834.111111,2394967,reviewed,matched,true,auto_confirmed
session_dc15fa7e774fb164,S,2026-07-29,17,16,adb-observer,1,54.672,final-capture-complete,1,complete,3,complete,auction-protocol-v2,20,18,2,0,true,2517735,0.982179,19,2517735,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,51,0,0,3,8,4,4,5,4,3,2,5,4507,92730,132512.368421,630423,reviewed,matched,true,auto_confirmed
session_cadd39648a639ef4,S,2026-07-29,17,17,adb-observer,1,191.687,final-capture-complete,4,complete,3,complete,auction-protocol-v2,60,59,1,0,true,4088476,0.992978,47,4088476,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,144,0,0,8,21,9,9,11,7,4,3,22,1420,61123,86988.851064,799999,reviewed,matched,true,auto_confirmed
session_fcc4d62583fab428,S,2026-07-29,18,18,adb-observer,1,215.547,final-capture-complete,4,needs_review,3,complete,auction-protocol-v2,62,62,0,0,true,5786258,0.950726,36,5786258,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,138,0,2,8,12,9,7,7,3,1,6,19,2360,82918.0,160729.388889,1956574,reviewed,matched,true,auto_confirmed
session_e345d7dea2abfc4f,S,2026-07-29,18,19,adb-observer,1,55.11,final-capture-complete,1,complete,3,complete,auction-protocol-v2,17,17,0,0,true,2082028,0.991891,17,2082028,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,65,0,0,2,6,6,3,3,2,1,2,9,5567,67435,122472.235294,659511,reviewed,matched,true,auto_confirmed
session_16bc2c5a9c8235a9,S,2026-07-29,18,20,adb-observer,1,75.703,final-capture-complete,1,complete,3,complete,auction-protocol-v2,18,18,0,0,true,6594233,0.989891,60,6594233,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,196,0,0,14,17,18,11,17,6,4,9,24,1420,61123.0,109903.883333,992601,reviewed,matched,true,auto_confirmed
session_9c2f27cedde463eb,S,2026-07-29,18,21,adb-observer,1,212.343,final-capture-complete,5,needs_review,3,complete,auction-protocol-v2,85,78,7,0,true,6452542,0.97887,30,6458213,5671,false,true,classifier,true,yolo26n_background_catalog_scored,true,93,2,0,3,10,13,4,5,8,4,4,9,8661,102508.0,215273.766667,1878833,final_total_conflict,mismatched,false,conflict
session_fab3ddffe2ed4de1,S,2026-07-29,18,22,adb-observer,1,112.797,final-capture-complete,2,needs_review,3,complete,auction-protocol-v2,33,32,1,0,true,5125804,0.993898,40,5133083,7279,false,true,classifier,true,yolo26n_background_catalog_scored,true,136,1,0,8,15,9,8,10,3,2,8,17,2360,64279.0,128327.075,1307336,final_total_conflict,mismatched,false,conflict
session_6a2edcc55bcc514e,S,2026-07-29,18,23,adb-observer,1,63.5,final-capture-complete,1,complete,3,complete,auction-protocol-v2,18,18,0,0,true,5694703,0.979125,16,5694703,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,55,0,0,1,5,5,5,5,1,0,3,7,3797,97037.5,355918.9375,2394967,reviewed,matched,true,auto_confirmed
session_ae1995b970671055,S,2026-07-29,18,24,adb-observer,1,197.391,final-capture-complete,5,needs_review,3,complete,auction-protocol-v2,71,70,1,0,true,6076311,0.99287,43,6076311,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,135,1,4,11,14,11,7,10,5,5,6,17,3747,60614,141309.55814,1733281,reviewed,matched,true,auto_confirmed
session_e833136842c9beba,S,2026-07-29,18,25,adb-observer,1,50.438,final-capture-complete,1,complete,3,complete,auction-protocol-v2,17,17,0,0,true,952231,0.99907,10,952231,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,32,0,0,1,3,4,2,2,1,1,2,4,6685,91000.0,95223.1,225664,reviewed,matched,true,auto_confirmed
session_b852e72376394445,S,2026-07-29,18,26,adb-observer,1,218.844,final-capture-complete,5,complete,3,complete,auction-protocol-v2,91,78,13,0,true,6997140,0.989593,43,6997140,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,155,0,0,7,15,16,5,4,6,3,7,23,1420,96008,162724.186047,1561430,reviewed,matched,true,auto_confirmed
session_d54f899c8404dacf,S,2026-07-29,18,27,adb-observer,1,52.75,final-capture-complete,1,needs_review,3,complete,auction-protocol-v2,19,17,2,0,true,790447,0.994524,12,797726,7279,false,true,classifier,true,yolo26n_background_catalog_scored,true,29,1,0,1,5,3,3,4,2,2,2,2,3844,51437.5,66477.166667,225664,final_total_conflict,mismatched,false,conflict
session_7072edda80f3e751,S,2026-07-29,18,28,adb-observer,1,202.25,final-capture-complete,4,complete,3,complete,auction-protocol-v2,65,62,3,0,true,6920146,0.986562,44,6920146,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,142,0,0,8,14,14,8,9,5,4,7,19,2446,98067.0,157276.045455,992601,reviewed,matched,true,auto_confirmed
session_c888112ab06e3734,S,2026-07-29,18,29,adb-observer,1,143.547,final-capture-complete,3,complete,3,complete,auction-protocol-v2,45,44,1,0,true,2212519,0.993807,14,2212519,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,53,0,0,2,5,5,2,1,3,2,0,8,7279,113900.0,158037.071429,540336,reviewed,matched,true,auto_confirmed
session_2b1f0533f2cdd61b,S,2026-07-29,18,30,adb-observer,1,61.328,final-capture-complete,1,complete_with_identity_review,3,complete,auction-protocol-v2,18,18,0,0,true,5861599,0.988539,26,5861599,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,92,1,0,6,7,6,7,3,4,3,6,10,3797,82415.0,225446.115385,3061687,reviewed,matched,true,auto_confirmed
session_108aedec072e920f,S,2026-07-29,18,31,adb-observer,1,82.719,final-capture-complete,1,needs_review,3,complete,auction-protocol-v2,18,18,0,0,true,6588698,0.956717,60,7071985,483287,false,true,classifier,true,yolo26n_background_catalog_scored,true,199,1,0,12,21,16,11,11,6,9,8,26,2446,70887.5,117866.416667,1635681,final_total_conflict,mismatched,false,conflict
session_7c928c0ed1397657,S,2026-07-29,18,32,adb-observer,1,186.906,final-capture-complete,5,complete,3,complete,auction-protocol-v2,79,78,1,0,true,2140318,0.986181,23,2140318,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,78,0,0,3,12,7,1,4,1,2,5,11,11916,79737,93057.304348,224110,reviewed,matched,true,auto_confirmed
session_5093201399087c70,S,2026-07-29,18,33,adb-observer,1,71.797,final-capture-complete,1,complete,3,complete,auction-protocol-v2,19,18,1,0,true,4533783,0.984382,48,4533783,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,143,0,0,7,13,19,9,18,4,1,7,18,1420,94510.0,94453.8125,302326,reviewed,matched,true,auto_confirmed
session_05ece3e80d29565b,S,2026-07-29,18,34,adb-observer,1,210.5,final-capture-complete,5,complete,3,complete,auction-protocol-v2,79,78,1,0,true,3423268,0.995113,38,3423268,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,122,0,0,9,11,13,5,7,5,4,7,15,1420,71425.0,90086.0,281034,reviewed,matched,true,auto_confirmed
session_375cb71b92641bf1,S,2026-07-29,18,35,adb-observer,1,141.813,final-capture-complete,4,complete,3,complete,auction-protocol-v2,57,56,1,0,true,957366,0.971805,10,957366,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,24,0,0,1,4,3,2,4,0,2,1,3,1814,108726.0,95736.6,224110,reviewed,matched,true,auto_confirmed
session_b0579f13e2cea4b0,S,2026-07-29,18,36,adb-observer,1,72.297,final-capture-complete,1,complete,3,complete,auction-protocol-v2,19,18,1,0,true,4162180,0.993173,40,4162180,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,151,0,0,7,14,10,9,4,5,4,3,24,1420,70620.5,104054.5,452757,reviewed,matched,true,auto_confirmed
session_3fb85fb038bbe957,S,2026-07-29,18,37,adb-observer,1,50.672,final-capture-complete,1,complete,3,complete,auction-protocol-v2,18,18,0,0,true,3563602,0.964551,17,3563602,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,70,0,0,1,5,5,6,1,1,1,5,9,2360,67435,209623.647059,2539483,reviewed,matched,true,auto_confirmed
session_ce43424ec8387b66,S,2026-07-29,18,38,adb-observer,1,154.969,final-capture-complete,4,needs_review,3,complete,auction-protocol-v2,67,63,4,0,true,3088905,0.985057,29,3145169,56264,false,true,classifier,true,yolo26n_background_catalog_scored,true,93,0,0,5,13,8,3,6,4,2,3,14,6685,73106,108454.103448,886532,final_total_conflict,mismatched,false,conflict
session_06c2bca1e31679ef,S,2026-07-29,18,39,adb-observer,1,99.078,final-capture-complete,2,complete,3,complete,auction-protocol-v2,32,32,0,0,true,2537017,0.988875,31,2537017,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,119,0,0,6,10,7,8,5,3,4,4,15,1420,60018,81839.258065,364855,reviewed,matched,true,auto_confirmed
session_71389bb7d2c28ede,S,2026-07-29,18,40,adb-observer,1,77.485,final-capture-complete,1,complete_with_identity_review,3,complete,auction-protocol-v2,18,18,0,0,true,5202731,0.987543,43,5202731,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,138,1,0,11,16,12,4,10,8,2,3,20,5567,67435,120993.744186,1080961,reviewed,matched,true,auto_confirmed
session_6ec9c533f87f8a32,S,2026-07-29,18,41,adb-observer,1,230.078,final-capture-complete,5,needs_review,3,complete,auction-protocol-v2,78,78,0,0,true,6784122,0.986566,60,6784122,0,true,true,classifier,true,yolo26n_background_catalog_scored,true,200,1,10,20,10,25,5,11,5,6,11,27,2446,60570.5,113068.7,776546,reviewed,matched,true,auto_confirmed
