session_id,round,scope,event_code,effect,event_template,group_dimension,group_value,validator,value_scale,observed_value,reported_item_count,reported_cell_count,quality_codes,catalog_item_count,validation_expected,validation_matches,capture_sequence
session_d130afe127abc9e6,2,public,103,reveal_outline_by_size,显示所有规格为1×3的藏品轮廓,size,1x3,size_1x3_count,1,0,8,24,[],0,8,True,2093
session_d130afe127abc9e6,2,personal,201,reveal_position_random,随机显示4件藏品的位置,random,4,fixed_item_count,1,0,4,4,[],0,4,True,2097
session_d130afe127abc9e6,3,public,701,reveal_largest_area_item_outline,显示本局占格数最多的藏品轮廓,global,largest_area_item,fixed_item_count,1,0,1,6,[],0,1,True,2108
session_d130afe127abc9e6,3,personal,401,reveal_position_quality_random,随机显示2件藏品的位置与品质,random,2,fixed_item_count,1,0,2,2,"[2, 4]",0,2,True,2111
session_d130afe127abc9e6,4,public,105,reveal_outline_by_size,显示所有规格为2×2的藏品轮廓,size,2x2,size_2x2_count,1,0,4,16,[],0,4,True,2123
session_d130afe127abc9e6,4,personal,401,reveal_position_quality_random,随机显示2件藏品的位置与品质,random,2,fixed_item_count,1,0,2,2,[3],0,2,True,2127
session_a3420283506a3843,1,public,1704,reveal_position_by_quality,显示所有金色品质藏品的位置,quality,金,quality_金_count,1,0,9,9,[],0,9,True,2144
session_a3420283506a3843,1,personal,302,quality_item_count,显示本局蓝色品质藏品数量,quality,蓝,quality_蓝_count,1,4,0,0,[],0,4,True,2151
session_517f2e548a2010a7,1,public,502,reveal_identity_random,随机完整揭示3件藏品,random,3,fixed_item_count,1,0,3,6,"[2, 3, 5]",3,3,True,2167
session_517f2e548a2010a7,1,personal,603,quality_total_value,计算本局紫色品质藏品总价值,quality,紫,quality_紫_total_value,1,1012666,0,0,[],0,1012666,True,2173
session_517f2e548a2010a7,2,public,108,reveal_outline_by_size,显示所有规格为3×2的藏品轮廓,size,3x2,size_3x2_count,1,0,3,18,[],0,3,True,2180
session_517f2e548a2010a7,2,personal,501,reveal_identity_random,随机完整揭示1件藏品,random,1,fixed_item_count,1,0,1,2,[4],1,1,True,2184
session_517f2e548a2010a7,3,public,701,reveal_largest_area_item_outline,显示本局占格数最多的藏品轮廓,global,largest_area_item,fixed_item_count,1,0,1,6,[],0,1,True,2193
session_517f2e548a2010a7,3,personal,501,reveal_identity_random,随机完整揭示1件藏品,random,1,fixed_item_count,1,0,1,2,[4],1,1,True,2197
session_75ca4eca331244e6,1,public,1101,highest_quality,显示本局藏品的最高品质,global,highest_quality,highest_quality,1,5,0,0,[],0,5,True,2212
session_75ca4eca331244e6,1,personal,401,reveal_position_quality_random,随机显示2件藏品的位置与品质,random,2,fixed_item_count,1,0,2,2,"[3, 4]",0,2,True,2217
session_75ca4eca331244e6,2,public,104,reveal_outline_by_size,显示所有规格为2×1的藏品轮廓,size,2x1,size_2x1_count,1,0,1,2,[],0,1,True,2227
session_75ca4eca331244e6,2,personal,1801,size_average_value,计算本局所有规格为1×1的藏品平均价值,size,1x1,size_1x1_average_value,1,122604,0,0,[],0,122604.0,True,2230
session_75ca4eca331244e6,3,public,901,max_item_value,显示本局单件价值最高的藏品价值,global,max_item_value,max_item_value,1,3061687,0,0,[],0,3061687,True,2242
session_75ca4eca331244e6,3,personal,401,reveal_position_quality_random,随机显示2件藏品的位置与品质,random,2,fixed_item_count,1,0,2,2,"[3, 4]",0,2,True,2246
session_75ca4eca331244e6,4,public,105,reveal_outline_by_size,显示所有规格为2×2的藏品轮廓,size,2x2,size_2x2_count,1,0,1,4,[],0,1,True,2258
session_75ca4eca331244e6,4,personal,401,reveal_position_quality_random,随机显示2件藏品的位置与品质,random,2,fixed_item_count,1,0,2,2,"[1, 3]",0,2,True,2261
session_0dc49ced8233aaec,1,public,502,reveal_identity_random,随机完整揭示3件藏品,random,3,fixed_item_count,1,0,3,10,"[2, 3, 5]",3,3,True,2279
session_0dc49ced8233aaec,1,personal,1901,quality_average_area,计算本局所有白色品质藏品的平均占用格数,quality,白,quality_白_average_area,100,550,0,0,[],0,550.0,True,2284
session_0dc49ced8233aaec,2,public,106,reveal_outline_by_size,显示所有规格为2×3的藏品轮廓,size,2x3,size_2x3_count,1,0,5,30,[],0,5,True,2295
session_0dc49ced8233aaec,2,personal,1808,size_average_value,计算本局所有规格为3×2的藏品平均价值,size,3x2,size_3x2_average_value,1,191110,0,0,[],0,191110.75,False,2299
session_0dc49ced8233aaec,3,public,1705,reveal_position_by_quality,显示所有彩色品质藏品的位置,quality,彩,quality_彩_count,1,0,4,4,[],0,4,True,2310
session_0dc49ced8233aaec,3,personal,201,reveal_position_random,随机显示4件藏品的位置,random,4,fixed_item_count,1,0,4,4,[],0,4,True,2314
session_0dc49ced8233aaec,4,public,104,reveal_outline_by_size,显示所有规格为2×1的藏品轮廓,size,2x1,size_2x1_count,1,0,3,6,[],0,3,True,2325
session_0dc49ced8233aaec,4,personal,602,quality_total_value,计算本局蓝色品质藏品总价值,quality,蓝,quality_蓝_total_value,1,174968,0,0,[],0,174968,True,2330
session_0dc49ced8233aaec,5,public,701,reveal_largest_area_item_outline,显示本局占格数最多的藏品轮廓,global,largest_area_item,fixed_item_count,1,0,1,6,[],0,1,True,2341
session_0dc49ced8233aaec,5,personal,1702,reveal_position_by_quality,显示所有蓝色品质藏品的位置,quality,蓝,quality_蓝_count,1,0,9,9,[],0,9,True,2345
session_43f7af13a918d8bf,1,public,1704,reveal_position_by_quality,显示所有金色品质藏品的位置,quality,金,quality_金_count,1,0,4,4,[],0,4,True,2360
session_43f7af13a918d8bf,1,personal,603,quality_total_value,计算本局紫色品质藏品总价值,quality,紫,quality_紫_total_value,1,389120,0,0,[],0,389120,True,2367
session_43f7af13a918d8bf,2,public,104,reveal_outline_by_size,显示所有规格为2×1的藏品轮廓,size,2x1,size_2x1_count,1,0,1,2,[],0,1,True,2375
session_43f7af13a918d8bf,2,personal,501,reveal_identity_random,随机完整揭示1件藏品,random,1,fixed_item_count,1,0,1,6,[4],1,1,True,2378
session_43f7af13a918d8bf,3,public,1101,highest_quality,显示本局藏品的最高品质,global,highest_quality,highest_quality,1,4,0,0,[],0,4,True,2390
session_43f7af13a918d8bf,3,personal,501,reveal_identity_random,随机完整揭示1件藏品,random,1,fixed_item_count,1,0,1,1,[1],1,1,True,2394
session_f5af0f133d1421e9,1,public,304,quality_item_count,显示本局金色品质藏品数量,quality,金,quality_金_count,1,25,0,0,[],0,25,True,2411
session_f5af0f133d1421e9,1,personal,501,reveal_identity_random,随机完整揭示1件藏品,random,1,fixed_item_count,1,0,1,4,[3],1,1,True,2418
session_f5af0f133d1421e9,2,public,106,reveal_outline_by_size,显示所有规格为2×3的藏品轮廓,size,2x3,size_2x3_count,1,0,4,24,[],0,4,True,2426
session_f5af0f133d1421e9,2,personal,1801,size_average_value,计算本局所有规格为1×1的藏品平均价值,size,1x1,size_1x1_average_value,1,70761,0,0,[],0,70761.888889,False,2430
session_89725c07f5581336,1,public,901,max_item_value,显示本局单件价值最高的藏品价值,global,max_item_value,max_item_value,1,886532,0,0,[],0,886532,True,2447
session_89725c07f5581336,1,personal,1903,quality_average_area,计算本局所有紫色品质藏品的平均占用格数,quality,紫,quality_紫_average_area,100,483,0,0,[],0,483.333333,True,2452
session_89725c07f5581336,2,public,101,reveal_outline_by_size,显示所有规格为1×1的藏品轮廓,size,1x1,size_1x1_count,1,0,8,8,[],0,8,True,2462
session_89725c07f5581336,2,personal,1806,size_average_value,计算本局所有规格为2×3的藏品平均价值,size,2x3,size_2x3_average_value,1,45258,0,0,[],0,45258.555556,False,2465
session_89725c07f5581336,3,public,1201,total_occupied_cells,计算本局所有藏品的总占格数,global,total_occupied_cells,total_occupied_cells,1,121,0,0,[],0,121,True,2477
session_89725c07f5581336,3,personal,201,reveal_position_random,随机显示4件藏品的位置,random,4,fixed_item_count,1,0,4,4,[],0,4,True,2481
session_89725c07f5581336,4,public,107,reveal_outline_by_size,显示所有规格为3×1的藏品轮廓,size,3x1,size_3x1_count,1,0,4,12,[],0,4,True,2492
session_89725c07f5581336,4,personal,1901,quality_average_area,计算本局所有白色品质藏品的平均占用格数,quality,白,quality_白_average_area,100,275,0,0,[],0,275.0,True,2495
session_89725c07f5581336,5,public,402,reveal_position_quality_random,随机显示5件藏品的位置与品质,random,5,fixed_item_count,1,0,5,5,"[1, 2, 3]",0,5,True,2507
session_89725c07f5581336,5,personal,1702,reveal_position_by_quality,显示所有蓝色品质藏品的位置,quality,蓝,quality_蓝_count,1,0,11,11,[],0,11,True,2511
session_f68d64d411245578,1,public,304,quality_item_count,显示本局金色品质藏品数量,quality,金,quality_金_count,1,5,0,0,[],0,5,True,2528
session_f68d64d411245578,1,personal,603,quality_total_value,计算本局紫色品质藏品总价值,quality,紫,quality_紫_total_value,1,365980,0,0,[],0,365980,True,2532
session_f68d64d411245578,2,public,104,reveal_outline_by_size,显示所有规格为2×1的藏品轮廓,size,2x1,size_2x1_count,1,0,1,2,[],0,1,True,2543
session_f68d64d411245578,2,personal,501,reveal_identity_random,随机完整揭示1件藏品,random,1,fixed_item_count,1,0,1,1,[5],1,1,True,2548
session_f68d64d411245578,3,public,1704,reveal_position_by_quality,显示所有金色品质藏品的位置,quality,金,quality_金_count,1,0,5,5,[],0,5,True,2558
session_f68d64d411245578,3,personal,501,reveal_identity_random,随机完整揭示1件藏品,random,1,fixed_item_count,1,0,1,1,[2],1,1,True,2562
session_f68d64d411245578,4,public,101,reveal_outline_by_size,显示所有规格为1×1的藏品轮廓,size,1x1,size_1x1_count,1,0,6,6,[],0,6,True,2573
session_f68d64d411245578,4,personal,302,quality_item_count,显示本局蓝色品质藏品数量,quality,蓝,quality_蓝_count,1,2,0,0,[],0,2,True,2576
session_d02ac42f90f7af5f,1,public,402,reveal_position_quality_random,随机显示5件藏品的位置与品质,random,5,fixed_item_count,1,0,5,5,"[3, 4]",0,5,True,2594
session_d02ac42f90f7af5f,1,personal,201,reveal_position_random,随机显示4件藏品的位置,random,4,fixed_item_count,1,0,4,4,[],0,4,True,2599
session_298008aa83fcb512,1,public,1001,max_value_per_cell,显示本局单个单位格最高价值,global,max_value_per_cell,max_value_per_cell,1,799999,0,0,[],0,799999.0,True,2615
session_298008aa83fcb512,1,personal,1903,quality_average_area,计算本局所有紫色品质藏品的平均占用格数,quality,紫,quality_紫_average_area,100,275,0,0,[],0,275.0,True,2622
session_298008aa83fcb512,2,public,103,reveal_outline_by_size,显示所有规格为1×3的藏品轮廓,size,1x3,size_1x3_count,1,0,2,6,[],0,2,True,2630
session_298008aa83fcb512,2,personal,1806,size_average_value,计算本局所有规格为2×3的藏品平均价值,size,2x3,size_2x3_average_value,1,114914,0,0,[],0,114914.666667,False,2635
session_cbb77c7b4720b1ee,1,public,1101,highest_quality,显示本局藏品的最高品质,global,highest_quality,highest_quality,1,5,0,0,[],0,5,True,2653
session_cbb77c7b4720b1ee,1,personal,602,quality_total_value,计算本局蓝色品质藏品总价值,quality,蓝,quality_蓝_total_value,1,130078,0,0,[],0,130078,True,2660
session_cbb77c7b4720b1ee,2,public,105,reveal_outline_by_size,显示所有规格为2×2的藏品轮廓,size,2x2,size_2x2_count,1,0,3,12,[],0,3,True,2668
session_cbb77c7b4720b1ee,2,personal,501,reveal_identity_random,随机完整揭示1件藏品,random,1,fixed_item_count,1,0,1,1,[3],1,1,True,2671
session_cbb77c7b4720b1ee,3,public,402,reveal_position_quality_random,随机显示5件藏品的位置与品质,random,5,fixed_item_count,1,0,5,5,"[1, 2, 3, 4]",0,5,True,2683
session_cbb77c7b4720b1ee,3,personal,501,reveal_identity_random,随机完整揭示1件藏品,random,1,fixed_item_count,1,0,1,6,[3],1,1,True,2687
session_a1135f0aa9602837,1,public,604,quality_total_value,计算本局金色品质藏品总价值,quality,金,quality_金_total_value,1,2125167,0,0,[],0,2170640,False,2704
session_a1135f0aa9602837,1,personal,501,reveal_identity_random,随机完整揭示1件藏品,random,1,fixed_item_count,1,0,1,6,[2],1,1,True,2711
session_a1135f0aa9602837,2,public,102,reveal_outline_by_size,显示所有规格为1×2的藏品轮廓,size,1x2,size_1x2_count,1,0,2,4,[],0,3,False,2719
session_a1135f0aa9602837,2,personal,201,reveal_position_random,随机显示4件藏品的位置,random,4,fixed_item_count,1,0,4,4,[],0,4,True,2722
session_a1135f0aa9602837,3,public,1705,reveal_position_by_quality,显示所有彩色品质藏品的位置,quality,彩,quality_彩_count,1,0,2,2,[],0,2,True,2734
session_a1135f0aa9602837,3,personal,401,reveal_position_quality_random,随机显示2件藏品的位置与品质,random,2,fixed_item_count,1,0,2,2,[4],0,2,True,2737
session_a1135f0aa9602837,4,public,106,reveal_outline_by_size,显示所有规格为2×3的藏品轮廓,size,2x3,size_2x3_count,1,0,3,18,[],0,3,True,2749
session_a1135f0aa9602837,4,personal,501,reveal_identity_random,随机完整揭示1件藏品,random,1,fixed_item_count,1,0,1,6,[1],1,1,True,2753
session_a1135f0aa9602837,5,public,1704,reveal_position_by_quality,显示所有金色品质藏品的位置,quality,金,quality_金_count,1,0,14,14,[],0,14,True,2764
session_a1135f0aa9602837,5,personal,1701,reveal_position_by_quality,显示所有白色品质藏品的位置,quality,白,quality_白_count,1,0,2,2,[],0,2,True,2768
session_8547a4e9f351a2de,1,public,1001,max_value_per_cell,显示本局单个单位格最高价值,global,max_value_per_cell,max_value_per_cell,1,226538,0,0,[],0,226538.0,True,2785
session_8547a4e9f351a2de,1,personal,301,quality_item_count,显示本局白色品质藏品数量,quality,白,quality_白_count,1,5,0,0,[],0,5,True,2792
session_8547a4e9f351a2de,2,public,105,reveal_outline_by_size,显示所有规格为2×2的藏品轮廓,size,2x2,size_2x2_count,1,0,5,20,[],0,5,True,2801
session_8547a4e9f351a2de,2,personal,401,reveal_position_quality_random,随机显示2件藏品的位置与品质,random,2,fixed_item_count,1,0,2,2,"[2, 3]",0,2,True,2804
session_8547a4e9f351a2de,3,public,901,max_item_value,显示本局单件价值最高的藏品价值,global,max_item_value,max_item_value,1,992601,0,0,[],0,992601,True,2814
session_8547a4e9f351a2de,3,personal,201,reveal_position_random,随机显示4件藏品的位置,random,4,fixed_item_count,1,0,4,4,[],0,4,True,2820
session_8547a4e9f351a2de,4,public,104,reveal_outline_by_size,显示所有规格为2×1的藏品轮廓,size,2x1,size_2x1_count,1,0,5,10,[],0,5,True,2827
session_8547a4e9f351a2de,4,personal,1903,quality_average_area,计算本局所有紫色品质藏品的平均占用格数,quality,紫,quality_紫_average_area,100,350,0,0,[],0,350.0,True,2831
session_8547a4e9f351a2de,5,public,1704,reveal_position_by_quality,显示所有金色品质藏品的位置,quality,金,quality_金_count,1,0,19,19,[],0,19,True,2840
session_8547a4e9f351a2de,5,personal,1702,reveal_position_by_quality,显示所有蓝色品质藏品的位置,quality,蓝,quality_蓝_count,1,0,11,11,[],0,11,True,2844
session_9abb7cd60992de87,1,public,1001,max_value_per_cell,显示本局单个单位格最高价值,global,max_value_per_cell,max_value_per_cell,1,183981,0,0,[],0,183981.0,True,2859
session_9abb7cd60992de87,1,personal,603,quality_total_value,计算本局紫色品质藏品总价值,quality,紫,quality_紫_total_value,1,350333,0,0,[],0,350333,True,2864
session_9abb7cd60992de87,2,public,101,reveal_outline_by_size,显示所有规格为1×1的藏品轮廓,size,1x1,size_1x1_count,1,0,4,4,[],0,4,True,2874
session_9abb7cd60992de87,2,personal,501,reveal_identity_random,随机完整揭示1件藏品,random,1,fixed_item_count,1,0,1,2,[3],1,1,True,2877
session_9abb7cd60992de87,3,public,1201,total_occupied_cells,计算本局所有藏品的总占格数,global,total_occupied_cells,total_occupied_cells,1,30,0,0,[],0,30,True,2889
session_9abb7cd60992de87,3,personal,501,reveal_identity_random,随机完整揭示1件藏品,random,1,fixed_item_count,1,0,1,6,[2],1,1,True,2894
session_8f7e90bf74776ee1,1,public,304,quality_item_count,显示本局金色品质藏品数量,quality,金,quality_金_count,1,18,0,0,[],0,18,True,2910
session_8f7e90bf74776ee1,1,personal,201,reveal_position_random,随机显示4件藏品的位置,random,4,fixed_item_count,1,0,4,4,[],0,4,True,2917
session_8f7e90bf74776ee1,2,public,106,reveal_outline_by_size,显示所有规格为2×3的藏品轮廓,size,2x3,size_2x3_count,1,0,6,36,[],0,6,True,2926
session_8f7e90bf74776ee1,2,personal,1801,size_average_value,计算本局所有规格为1×1的藏品平均价值,size,1x1,size_1x1_average_value,1,45639,0,0,[],0,48219.75,False,2929
session_8f7e90bf74776ee1,3,public,701,reveal_largest_area_item_outline,显示本局占格数最多的藏品轮廓,global,largest_area_item,fixed_item_count,1,0,1,6,[],0,1,True,2943
session_8f7e90bf74776ee1,3,personal,401,reveal_position_quality_random,随机显示2件藏品的位置与品质,random,2,fixed_item_count,1,0,2,2,"[3, 4]",0,2,True,2948
session_8f7e90bf74776ee1,4,public,101,reveal_outline_by_size,显示所有规格为1×1的藏品轮廓,size,1x1,size_1x1_count,1,0,10,10,[],0,12,False,2959
session_8f7e90bf74776ee1,4,personal,501,reveal_identity_random,随机完整揭示1件藏品,random,1,fixed_item_count,1,0,1,1,[2],1,1,True,2963
session_8f7e90bf74776ee1,5,public,1101,highest_quality,显示本局藏品的最高品质,global,highest_quality,highest_quality,1,5,0,0,[],0,5,True,2976
session_8f7e90bf74776ee1,5,personal,1701,reveal_position_by_quality,显示所有白色品质藏品的位置,quality,白,quality_白_count,1,0,8,8,[],0,8,True,2980
session_ffb4639eded4c331,1,public,1201,total_occupied_cells,计算本局所有藏品的总占格数,global,total_occupied_cells,total_occupied_cells,1,194,0,0,[],0,194,True,2998
session_ffb4639eded4c331,1,personal,1901,quality_average_area,计算本局所有白色品质藏品的平均占用格数,quality,白,quality_白_average_area,100,200,0,0,[],0,200.0,True,3007
session_ffb4639eded4c331,2,public,107,reveal_outline_by_size,显示所有规格为3×1的藏品轮廓,size,3x1,size_3x1_count,1,0,5,15,[],0,5,True,3014
session_ffb4639eded4c331,2,personal,1808,size_average_value,计算本局所有规格为3×2的藏品平均价值,size,3x2,size_3x2_average_value,1,177408,0,0,[],0,177408.545455,False,3018
session_4a650f23516aff3d,1,public,402,reveal_position_quality_random,随机显示5件藏品的位置与品质,random,5,fixed_item_count,1,0,5,5,"[2, 3, 4]",0,5,True,3034
session_4a650f23516aff3d,1,personal,1904,quality_average_area,计算本局所有金色品质藏品的平均占用格数,quality,金,quality_金_average_area,100,466,0,0,[],0,466.666667,False,3041
session_617f663605d48001,1,public,304,quality_item_count,显示本局金色品质藏品数量,quality,金,quality_金_count,1,6,0,0,[],0,6,True,3055
session_617f663605d48001,1,personal,401,reveal_position_quality_random,随机显示2件藏品的位置与品质,random,2,fixed_item_count,1,0,2,2,[4],0,2,True,3062
session_617f663605d48001,2,public,107,reveal_outline_by_size,显示所有规格为3×1的藏品轮廓,size,3x1,size_3x1_count,1,0,2,6,[],0,2,True,3070
session_617f663605d48001,2,personal,1801,size_average_value,计算本局所有规格为1×1的藏品平均价值,size,1x1,size_1x1_average_value,1,960416,0,0,[],0,960416.0,True,3074
session_617f663605d48001,3,public,901,max_item_value,显示本局单件价值最高的藏品价值,global,max_item_value,max_item_value,1,2685114,0,0,[],0,2685114,True,3085
session_617f663605d48001,3,personal,401,reveal_position_quality_random,随机显示2件藏品的位置与品质,random,2,fixed_item_count,1,0,2,2,"[3, 4]",0,2,True,3090
session_617f663605d48001,4,public,104,reveal_outline_by_size,显示所有规格为2×1的藏品轮廓,size,2x1,size_2x1_count,1,0,4,8,[],0,4,True,3100
session_617f663605d48001,4,personal,501,reveal_identity_random,随机完整揭示1件藏品,random,1,fixed_item_count,1,0,1,2,[5],1,1,True,3104
session_bf3f8df0146f3e44,1,public,1201,total_occupied_cells,计算本局所有藏品的总占格数,global,total_occupied_cells,total_occupied_cells,1,207,0,0,[],0,207,True,3121
session_bf3f8df0146f3e44,1,personal,1903,quality_average_area,计算本局所有紫色品质藏品的平均占用格数,quality,紫,quality_紫_average_area,100,413,0,0,[],0,413.043478,True,3129
session_5c1c515bef1f998e,1,public,1101,highest_quality,显示本局藏品的最高品质,global,highest_quality,highest_quality,1,5,0,0,[],0,5,True,3144
session_5c1c515bef1f998e,1,personal,602,quality_total_value,计算本局蓝色品质藏品总价值,quality,蓝,quality_蓝_total_value,1,135779,0,0,[],0,135779,True,3151
session_5c1c515bef1f998e,2,public,108,reveal_outline_by_size,显示所有规格为3×2的藏品轮廓,size,3x2,size_3x2_count,1,0,3,18,[],0,3,True,3159
session_5c1c515bef1f998e,2,personal,501,reveal_identity_random,随机完整揭示1件藏品,random,1,fixed_item_count,1,0,1,6,[5],1,1,True,3162
session_5c1c515bef1f998e,3,public,1704,reveal_position_by_quality,显示所有金色品质藏品的位置,quality,金,quality_金_count,1,0,11,11,[],0,11,True,3174
session_5c1c515bef1f998e,3,personal,501,reveal_identity_random,随机完整揭示1件藏品,random,1,fixed_item_count,1,0,1,1,[1],1,1,True,3177
session_5c1c515bef1f998e,4,public,104,reveal_outline_by_size,显示所有规格为2×1的藏品轮廓,size,2x1,size_2x1_count,1,0,6,12,[],0,6,True,3189
session_5c1c515bef1f998e,4,personal,303,quality_item_count,显示本局紫色品质藏品数量,quality,紫,quality_紫_count,1,9,0,0,[],0,10,False,3193
session_adfb24b25ef5a08c,1,public,901,max_item_value,显示本局单件价值最高的藏品价值,global,max_item_value,max_item_value,1,302326,0,0,[],0,302326,True,3211
session_adfb24b25ef5a08c,1,personal,401,reveal_position_quality_random,随机显示2件藏品的位置与品质,random,2,fixed_item_count,1,0,2,2,"[3, 4]",0,2,True,3218
session_adfb24b25ef5a08c,2,public,106,reveal_outline_by_size,显示所有规格为2×3的藏品轮廓,size,2x3,size_2x3_count,1,0,4,24,[],0,4,True,3226
session_adfb24b25ef5a08c,2,personal,1805,size_average_value,计算本局所有规格为2×2的藏品平均价值,size,2x2,size_2x2_average_value,1,66545,0,0,[],0,66545.666667,False,3231
session_adfb24b25ef5a08c,3,public,502,reveal_identity_random,随机完整揭示3件藏品,random,3,fixed_item_count,1,0,3,9,"[2, 3, 4]",3,3,True,3241
session_adfb24b25ef5a08c,3,personal,401,reveal_position_quality_random,随机显示2件藏品的位置与品质,random,2,fixed_item_count,1,0,2,2,[4],0,2,True,3246
session_a25e4f87c84726af,1,public,1201,total_occupied_cells,计算本局所有藏品的总占格数,global,total_occupied_cells,total_occupied_cells,1,46,0,0,[],0,48,False,3262
session_a25e4f87c84726af,1,personal,1903,quality_average_area,计算本局所有紫色品质藏品的平均占用格数,quality,紫,quality_紫_average_area,100,400,0,0,[],0,400.0,True,3269
session_a25e4f87c84726af,2,public,106,reveal_outline_by_size,显示所有规格为2×3的藏品轮廓,size,2x3,size_2x3_count,1,0,1,6,[],0,1,True,3277
session_a25e4f87c84726af,2,personal,1804,size_average_value,计算本局所有规格为2×1的藏品平均价值,size,2x1,size_2x1_average_value,1,4507,0,0,[],0,4507.0,True,3280
session_c7319f9bc56f07c5,1,public,701,reveal_largest_area_item_outline,显示本局占格数最多的藏品轮廓,global,largest_area_item,fixed_item_count,1,0,1,9,[],0,1,True,3298
session_c7319f9bc56f07c5,1,personal,1902,quality_average_area,计算本局所有蓝色品质藏品的平均占用格数,quality,蓝,quality_蓝_average_area,100,300,0,0,[],0,300.0,True,3305
session_c7319f9bc56f07c5,2,public,104,reveal_outline_by_size,显示所有规格为2×1的藏品轮廓,size,2x1,size_2x1_count,1,0,3,6,[],0,3,True,3313
session_c7319f9bc56f07c5,2,personal,501,reveal_identity_random,随机完整揭示1件藏品,random,1,fixed_item_count,1,0,1,1,[1],1,1,True,3317
session_c7319f9bc56f07c5,3,public,402,reveal_position_quality_random,随机显示5件藏品的位置与品质,random,5,fixed_item_count,1,0,5,5,"[1, 3, 4]",0,5,True,3328
session_c7319f9bc56f07c5,3,personal,501,reveal_identity_random,随机完整揭示1件藏品,random,1,fixed_item_count,1,0,1,2,[1],1,1,True,3332
session_c7319f9bc56f07c5,4,public,108,reveal_outline_by_size,显示所有规格为3×2的藏品轮廓,size,3x2,size_3x2_count,1,0,3,18,[],0,3,True,3343
session_c7319f9bc56f07c5,4,personal,303,quality_item_count,显示本局紫色品质藏品数量,quality,紫,quality_紫_count,1,4,0,0,[],0,4,True,3348
session_c7319f9bc56f07c5,5,public,1101,highest_quality,显示本局藏品的最高品质,global,highest_quality,highest_quality,1,5,0,0,[],0,5,True,3358
session_c7319f9bc56f07c5,5,personal,1703,reveal_position_by_quality,显示所有紫色品质藏品的位置,quality,紫,quality_紫_count,1,0,4,4,[],0,4,True,3362
session_efe63ae6150de0b1,1,public,1704,reveal_position_by_quality,显示所有金色品质藏品的位置,quality,金,quality_金_count,1,0,4,4,[],0,4,True,3379
session_efe63ae6150de0b1,1,personal,201,reveal_position_random,随机显示4件藏品的位置,random,4,fixed_item_count,1,0,4,4,[],0,4,True,3384
session_01d6e01382a72742,1,public,604,quality_total_value,计算本局金色品质藏品总价值,quality,金,quality_金_total_value,1,1163121,0,0,[],0,1163121,True,3400
session_01d6e01382a72742,1,personal,301,quality_item_count,显示本局白色品质藏品数量,quality,白,quality_白_count,1,2,0,0,[],0,2,True,3405
session_46589a16b97064bc,1,public,1001,max_value_per_cell,显示本局单个单位格最高价值,global,max_value_per_cell,max_value_per_cell,1,183981,0,0,[],0,183981.0,True,3421
session_46589a16b97064bc,1,personal,1902,quality_average_area,计算本局所有蓝色品质藏品的平均占用格数,quality,蓝,quality_蓝_average_area,100,284,0,0,[],0,284.615385,False,3426
session_46589a16b97064bc,2,public,107,reveal_outline_by_size,显示所有规格为3×1的藏品轮廓,size,3x1,size_3x1_count,1,0,2,6,[],0,2,True,3436
session_46589a16b97064bc,2,personal,501,reveal_identity_random,随机完整揭示1件藏品,random,1,fixed_item_count,1,0,1,6,[3],1,1,True,3440
session_46589a16b97064bc,3,public,304,quality_item_count,显示本局金色品质藏品数量,quality,金,quality_金_count,1,16,0,0,[],0,16,True,3451
session_46589a16b97064bc,3,personal,501,reveal_identity_random,随机完整揭示1件藏品,random,1,fixed_item_count,1,0,1,6,[2],1,1,True,3458
session_46589a16b97064bc,4,public,101,reveal_outline_by_size,显示所有规格为1×1的藏品轮廓,size,1x1,size_1x1_count,1,0,8,8,[],0,8,True,3466
session_46589a16b97064bc,4,personal,1904,quality_average_area,计算本局所有金色品质藏品的平均占用格数,quality,金,quality_金_average_area,100,312,0,0,[],0,312.5,True,3470
session_46589a16b97064bc,5,public,1704,reveal_position_by_quality,显示所有金色品质藏品的位置,quality,金,quality_金_count,1,0,16,16,[],0,16,True,3481
session_46589a16b97064bc,5,personal,1703,reveal_position_by_quality,显示所有紫色品质藏品的位置,quality,紫,quality_紫_count,1,0,14,14,[],0,14,True,3485
session_ed0357300d768a4f,1,public,502,reveal_identity_random,随机完整揭示3件藏品,random,3,fixed_item_count,1,0,3,4,[3],3,3,True,3502
session_ed0357300d768a4f,1,personal,201,reveal_position_random,随机显示4件藏品的位置,random,4,fixed_item_count,1,0,4,4,[],0,4,True,3509
session_ed0357300d768a4f,2,public,107,reveal_outline_by_size,显示所有规格为3×1的藏品轮廓,size,3x1,size_3x1_count,1,0,2,6,[],0,2,True,3518
session_ed0357300d768a4f,2,personal,1801,size_average_value,计算本局所有规格为1×1的藏品平均价值,size,1x1,size_1x1_average_value,1,335744,0,0,[],0,335744.777778,False,3521
session_ed0357300d768a4f,3,public,1101,highest_quality,显示本局藏品的最高品质,global,highest_quality,highest_quality,1,5,0,0,[],0,5,True,3534
session_ed0357300d768a4f,3,personal,401,reveal_position_quality_random,随机显示2件藏品的位置与品质,random,2,fixed_item_count,1,0,2,2,"[2, 4]",0,2,True,3538
session_b9cdc995f684ac14,1,public,1704,reveal_position_by_quality,显示所有金色品质藏品的位置,quality,金,quality_金_count,1,0,15,15,[],0,15,True,3555
